존,번호,곡,근거,등급
D22,16,라크리모사,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 4·5·6·7·8·9 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~28 전체의 밀림이 없다,구간확정(미검증)
D22,17,리틀 먼치킨,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 4·5·6·7·8·9 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~28 전체의 밀림이 없다,구간확정(미검증)
D22,18,"사이먼 세이즈, 유로댄스!! (feat. Sara☆M)",사용자 확인(대부분 8/14 영상 눈판독) — D22 의 4·5·6·7·8·9 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~28 전체의 밀림이 없다,구간확정(미검증)
D22,19,요! 세이!! 페어리!!!,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 4·5·6·7·8·9 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~28 전체의 밀림이 없다,구간확정(미검증)
D22,20,록시아,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 4·5·6·7·8·9 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~28 전체의 밀림이 없다,구간확정(미검증)
D22,21,카오스 어게인,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 4·5·6·7·8·9 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~28 전체의 밀림이 없다,구간확정(미검증)
D22,22,위더 가든,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 4·5·6·7·8·9 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~28 전체의 밀림이 없다,구간확정(미검증)
D22,23,스위트로닉,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 4·5·6·7·8·9 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~28 전체의 밀림이 없다,구간확정(미검증)
D22,24,1949,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 4·5·6·7·8·9 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~28 전체의 밀림이 없다,구간확정(미검증)
D22,25,야누스,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 4·5·6·7·8·9 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~28 전체의 밀림이 없다,구간확정(미검증)
D22,26,아이 원트 유,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 4·5·6·7·8·9 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~28 전체의 밀림이 없다,구간확정(미검증)
D22,27,텔링 포츈 플라워,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 4·5·6·7·8·9 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~28 전체의 밀림이 없다,구간확정(미검증)
D22,28,하트 래빗 코스터,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 4·5·6·7·8·9 외 1 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~28 전체의 밀림이 없다,구간확정(미검증)
D22,34,파이어 오브 데스티니,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 34·35·36·37·38 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 34~45 전체의 밀림이 없다,구간확정(미검증)
D22,35,더 레버리,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 34·35·36·37·38 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 34~45 전체의 밀림이 없다,구간확정(미검증)
D22,36,갓 모드 2.0 feat. Skizzo,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 34·35·36·37·38 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 34~45 전체의 밀림이 없다,구간확정(미검증)
D22,37,퍼더,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 34·35·36·37·38 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 34~45 전체의 밀림이 없다,구간확정(미검증)
D22,38,다람쥐 헌 쳇바퀴에 타고파,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 34·35·36·37·38 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 34~45 전체의 밀림이 없다,구간확정(미검증)
D22,39,실버 비트 feat. ChisaUezono,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 34·35·36·37·38 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 34~45 전체의 밀림이 없다,구간확정(미검증)
D22,40,앵귀시드 언메이킹,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 34·35·36·37·38 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 34~45 전체의 밀림이 없다,구간확정(미검증)
D22,41,이스케이프,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 34·35·36·37·38 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 34~45 전체의 밀림이 없다,구간확정(미검증)
D22,42,슈퍼 판타지,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 34·35·36·37·38 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 34~45 전체의 밀림이 없다,구간확정(미검증)
D22,43,레드 스완,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 34·35·36·37·38 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 34~45 전체의 밀림이 없다,구간확정(미검증)
D22,44,1950,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 34·35·36·37·38 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 34~45 전체의 밀림이 없다,구간확정(미검증)
D22,45,포인트 제로 원,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 34·35·36·37·38 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 34~45 전체의 밀림이 없다,구간확정(미검증)
D22,51,헝가리 무곡 V,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 54·55·56·57·58·59 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 51~65 전체의 밀림이 없다,구간확정(미검증)
D22,52,마왕,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 54·55·56·57·58·59 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 51~65 전체의 밀림이 없다,구간확정(미검증)
D22,53,엑스트리,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 54·55·56·57·58·59 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 51~65 전체의 밀림이 없다,구간확정(미검증)
D22,54,진공,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 54·55·56·57·58·59 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 51~65 전체의 밀림이 없다,구간확정(미검증)
D22,55,아리랑,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 54·55·56·57·58·59 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 51~65 전체의 밀림이 없다,구간확정(미검증)
D22,56,캐논 X.1,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 54·55·56·57·58·59 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 51~65 전체의 밀림이 없다,구간확정(미검증)
D22,57,디제이 오타다,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 54·55·56·57·58·59 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 51~65 전체의 밀림이 없다,구간확정(미검증)
D22,58,마이 드림즈,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 54·55·56·57·58·59 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 51~65 전체의 밀림이 없다,구간확정(미검증)
D22,59,카프리스 오브 오타다,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 54·55·56·57·58·59 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 51~65 전체의 밀림이 없다,구간확정(미검증)
D22,60,펌트리스 꽈뜨로,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 54·55·56·57·58·59 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 51~65 전체의 밀림이 없다,구간확정(미검증)
D22,61,키메라,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 54·55·56·57·58·59 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 51~65 전체의 밀림이 없다,구간확정(미검증)
D22,62,투우사의 노래,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 54·55·56·57·58·59 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 51~65 전체의 밀림이 없다,구간확정(미검증)
D22,63,파이널 오디션 에피소드 2-1,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 54·55·56·57·58·59 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 51~65 전체의 밀림이 없다,구간확정(미검증)
D22,64,월광,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 54·55·56·57·58·59 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 51~65 전체의 밀림이 없다,구간확정(미검증)
D22,65,위치 닥터,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 54·55·56·57·58·59 외 5 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 51~65 전체의 밀림이 없다,구간확정(미검증)
D22,83,언더월드 ft. Skizzo (PIU Edit.),사용자 확인(대부분 8/14 영상 눈판독) — D22 의 83·84·85·86·87·100 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 83~100 전체의 밀림이 없다,구간확정(미검증)
D22,84,코스믹 레일로드,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 83·84·85·86·87·100 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 83~100 전체의 밀림이 없다,구간확정(미검증)
D22,85,밀크,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 83·84·85·86·87·100 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 83~100 전체의 밀림이 없다,구간확정(미검증)
D22,86,진폐증 ft. Kagamine Len/GUMI,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 83·84·85·86·87·100 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 83~100 전체의 밀림이 없다,구간확정(미검증)
D22,87,러쉬-아워,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 83·84·85·86·87·100 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 83~100 전체의 밀림이 없다,구간확정(미검증)
D22,88,* 이 게임은 존재하지 않습니다 *,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 83·84·85·86·87·100 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 83~100 전체의 밀림이 없다,구간확정(미검증)
D22,89,지젤,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 83·84·85·86·87·100 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 83~100 전체의 밀림이 없다,구간확정(미검증)
D22,90,스푸키 마카롱,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 83·84·85·86·87·100 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 83~100 전체의 밀림이 없다,구간확정(미검증)
D22,91,비코즈 오브 유,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 83·84·85·86·87·100 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 83~100 전체의 밀림이 없다,구간확정(미검증)
D22,92,팝핀 샤워,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 83·84·85·86·87·100 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 83~100 전체의 밀림이 없다,구간확정(미검증)
D22,93,배틀 넘버원,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 83·84·85·86·87·100 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 83~100 전체의 밀림이 없다,구간확정(미검증)
D22,94,솔저스 (TANO*C W TEAM RED ANTHEM),사용자 확인(대부분 8/14 영상 눈판독) — D22 의 83·84·85·86·87·100 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 83~100 전체의 밀림이 없다,구간확정(미검증)
D22,95,호랑풍류가,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 83·84·85·86·87·100 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 83~100 전체의 밀림이 없다,구간확정(미검증)
D22,96,클럽 나이트,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 83·84·85·86·87·100 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 83~100 전체의 밀림이 없다,구간확정(미검증)
D22,97,인디스트럭터블,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 83·84·85·86·87·100 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 83~100 전체의 밀림이 없다,구간확정(미검증)
D22,98,니힐리즘 - 어나더 버전 -,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 83·84·85·86·87·100 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 83~100 전체의 밀림이 없다,구간확정(미검증)
D22,99,포인트 제로 2,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 83·84·85·86·87·100 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 83~100 전체의 밀림이 없다,구간확정(미검증)
D22,100,Re : 엔드 오브 어 드림,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 83·84·85·86·87·100 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 83~100 전체의 밀림이 없다,구간확정(미검증)
D22,106,저스트 홀드 온 (To All Fighters),사용자 확인(대부분 8/14 영상 눈판독) — D22 의 106 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 106~106 전체의 밀림이 없다,구간확정(미검증)
D22,112,드림체이서즈,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 112 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 112~112 전체의 밀림이 없다,구간확정(미검증)
D22,118,사월,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 118·119·120·121 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~121 전체의 밀림이 없다,구간확정(미검증)
D22,119,킵 온!,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 118·119·120·121 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~121 전체의 밀림이 없다,구간확정(미검증)
D22,120,아스테리오스 -리엔트리-,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 118·119·120·121 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~121 전체의 밀림이 없다,구간확정(미검증)
D22,121,레드라인,사용자 확인(대부분 8/14 영상 눈판독) — D22 의 118·119·120·121 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 118~121 전체의 밀림이 없다,구간확정(미검증)
D23,4,체이스 미,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 4·5·6·7·8·9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~9 전체의 밀림이 없다,구간확정
D23,5,엔조이 더 쇼,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 4·5·6·7·8·9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~9 전체의 밀림이 없다,구간확정
D23,6,더 라스트 리벨리온,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 4·5·6·7·8·9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~9 전체의 밀림이 없다,구간확정
D23,7,사월의 축제,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 4·5·6·7·8·9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~9 전체의 밀림이 없다,구간확정
D23,8,이터널 유니버스,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 4·5·6·7·8·9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~9 전체의 밀림이 없다,구간확정
D23,9,번 아웃,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 4·5·6·7·8·9 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~9 전체의 밀림이 없다,구간확정
D23,15,꼭두각시,영상 프레임 판독으로 **D23 의 밀림 0** 을 확인했다 — 우리 표가 이 존에서 맞다(frame_verify.csv),구간확정
D23,16,시,영상 프레임 판독으로 **D23 의 밀림 0** 을 확인했다 — 우리 표가 이 존에서 맞다(frame_verify.csv),구간확정
D23,17,스타드림 -Eurobeat Remix-,영상 프레임 판독으로 **D23 의 밀림 0** 을 확인했다 — 우리 표가 이 존에서 맞다(frame_verify.csv),구간확정
D23,18,솔페지에토,영상 프레임 판독으로 **D23 의 밀림 0** 을 확인했다 — 우리 표가 이 존에서 맞다(frame_verify.csv),구간확정
D23,19,데몬 오브 라플라스,영상 프레임 판독으로 **D23 의 밀림 0** 을 확인했다 — 우리 표가 이 존에서 맞다(frame_verify.csv),구간확정
D23,20,임페리움,영상 프레임 판독으로 **D23 의 밀림 0** 을 확인했다 — 우리 표가 이 존에서 맞다(frame_verify.csv),구간확정
D23,35,포세이돈,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 49 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 35~49 전체의 밀림이 없다,구간확정
D23,36,아드레날린 블래스터,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 49 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 35~49 전체의 밀림이 없다,구간확정
D23,37,오르비트 스테빌라이저,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 49 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 35~49 전체의 밀림이 없다,구간확정
D23,38,파괴,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 49 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 35~49 전체의 밀림이 없다,구간확정
D23,39,클레마티스 랩소디아,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 49 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 35~49 전체의 밀림이 없다,구간확정
D23,40,캉-캉 ~Orpheus in The Party Mix~,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 49 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 35~49 전체의 밀림이 없다,구간확정
D23,41,디 엔드 오브 더 월드 ft. Skizzo,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 49 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 35~49 전체의 밀림이 없다,구간확정
D23,42,리펜턴스,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 49 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 35~49 전체의 밀림이 없다,구간확정
D23,43,시그너스,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 49 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 35~49 전체의 밀림이 없다,구간확정
D23,44,슈퍼 카프리시오,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 49 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 35~49 전체의 밀림이 없다,구간확정
D23,45,헬파이어,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 49 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 35~49 전체의 밀림이 없다,구간확정
D23,46,크로스 오버 feat. LyuU,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 49 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 35~49 전체의 밀림이 없다,구간확정
D23,47,트래블 투 퓨처,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 49 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 35~49 전체의 밀림이 없다,구간확정
D23,48,레퀴엠,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 49 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 35~49 전체의 밀림이 없다,구간확정
D23,49,리키지 볼티지,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 49 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 35~49 전체의 밀림이 없다,구간확정
D23,55,윈드밀,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 55·57·58 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 55~58 전체의 밀림이 없다,구간확정
D23,56,멘탈 라이더,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 55·57·58 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 55~58 전체의 밀림이 없다,구간확정
D23,57,테이크 아웃,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 55·57·58 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 55~58 전체의 밀림이 없다,구간확정
D23,58,파반느,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 55·57·58 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 55~58 전체의 밀림이 없다,구간확정
D23,64,위치 닥터,영상 프레임 판독으로 **D23 의 밀림 0** 을 확인했다 — 우리 표가 이 존에서 맞다(frame_verify.csv),구간확정
D23,72,카타스트로피,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 72 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 72~72 전체의 밀림이 없다,구간확정
D23,78,빅 대디,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 78·79·80 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 78~80 전체의 밀림이 없다,구간확정
D23,79,플래시 아웃,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 78·79·80 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 78~80 전체의 밀림이 없다,구간확정
D23,80,오딘,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 78·79·80 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 78~80 전체의 밀림이 없다,구간확정
D23,86,팝 시퀀스,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 86·87·88·89 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 86~90 전체의 밀림이 없다,구간확정
D23,87,브로큰 카르마 (PIU EDIT),사용자 확인(대부분 8/14 영상 눈판독) — D23 의 86·87·88·89 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 86~90 전체의 밀림이 없다,구간확정
D23,88,천년이 지나서,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 86·87·88·89 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 86~90 전체의 밀림이 없다,구간확정
D23,89,데인저 & 데인저,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 86·87·88·89 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 86~90 전체의 밀림이 없다,구간확정
D23,90,마타도르,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 86·87·88·89 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 86~90 전체의 밀림이 없다,구간확정
D23,96,스타 커맨드,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 96 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 96~101 전체의 밀림이 없다,구간확정
D23,97,왓 해픈드,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 96 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 96~101 전체의 밀림이 없다,구간확정
D23,98,가고일,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 96 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 96~101 전체의 밀림이 없다,구간확정
D23,99,네크로맨시,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 96 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 96~101 전체의 밀림이 없다,구간확정
D23,100,헬리오스피어,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 96 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 96~101 전체의 밀림이 없다,구간확정
D23,101,스위트 원더랜드,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 96 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 96~101 전체의 밀림이 없다,구간확정
D23,104,블랙 드래곤,사용자 확인(대부분 8/14 영상 눈판독) — D23 의 104 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 104~104 전체의 밀림이 없다,구간확정
D24,4,굿 나이트,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,5,슬램,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,6,블레이저,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,7,디기탈리스,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,8,오버나이트 플라워,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,9,ESP,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,10,4NT,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,11,얼티밋 아이즈,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,12,벡터,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,13,더 아포칼립스,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,14,1948,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,15,결투,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,16,배니쉬 2 - Roar of the invisible dragon,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,17,머독,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
